product_id,sku,name,purchase_price,price,quantity,image1,image2,image3,image4,Długość,Jakość kamienia centralnego,Jakość kamienia dodatkowego A,Jakość kamienia dodatkowego B,Jakość kamienia dodatkowego C,Kamienie dodatkowe A,Kamienie dodatkowe B,Kamienie dodatkowe C,Kamień centralny,Kategoria,Kruszec Kolor,Kształt,Liczba kamieni dodatkowych A,Liczba kamieni dodatkowych B,Liczba kamieni dodatkowych C,Masa kamienia centralnego,Masa kamienia dodatkowego A,Masa kamienia dodatkowego B,Masa kamienia dodatkowego C,Model,Outlet,Próba złota,Szerokość szyny przy koronie,Translation_PromotionPrice,Translation_lang,Typ zapięcia,Waga,Wymiary,Wymiary kamienia centralnego,Wymiary kamienia dodatkowego A,Wymiary kamienia dodatkowego B,Wymiary kamienia dodatkowego C,Wysokość korony,Łączna Masa diamentów,Łączna masa kamieni dodatkowych
3212,W0463.B3.DIW.01,"Pierścionek W0463 Diament 0,02ct białe złoto",1143.90,2001.83,3,https://lovrin.pl/images/diamonds/3212_bffa5b9f88.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/44099/W0463.B3.DIW.01_2.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/44100/W0463.B3.DIW.01_3.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/44101/W0463.B3.DIW.01_4.jpg,,SI2 H,,,,,,,Diament,Jednokamieniowe,Złoto Białe,Okrągły,,,,0.02ct,,,,W0463,,585,,,pl_PL,,1.4 - 2.0g,,1.8mm,,,,3.9mm,"0,02ct",
3213,W0464.B3.DIW.02,"Pierścionek W0464 Diament 0,01ct białe złoto",1057.80,1851.15,3,https://lovrin.pl/images/diamonds/3213_5bed5fab10.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/68065/W0464.B3.DIW.02_2.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/68066/W0464.B3.DIW.02_3.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/68067/W0464.B3.DIW.02_4.jpg,,SI2 H,SI2 H,,,Diament,,,Diament,Wielokamieniowe,Złoto Białe,Okrągły,2,,,0.0086ct,0.005ct,,,W0464,,585,,,pl_PL,,1.2 - 1.8g,,1.2mm,1.0mm,,,3.2mm,"0,02ct",0.01ct
3214,W0465.B3.DIW.01,"Pierścionek W0465 Diament 0,01ct białe złoto",1143.90,2001.83,3,https://lovrin.pl/images/diamonds/3214_6e66ba8530.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/44123/W0465.B3.DIW.01_2.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/44124/W0465.B3.DIW.01_3.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/44125/W0465.B3.DIW.01_4.jpg,,SI2 H,SI2 H,,,Diament,,,Diament,Wielokamieniowe,Złoto Białe,Okrągły,2,,,0.0086ct,0.005ct,,,W0465,,585,,,pl_PL,,1.4 - 2.0g,,1.2mm,1.0mm,,,,"0,02ct",0.01ct
3215,W0466.B3.DIW.01,"Pierścionek W0466 Diament 0,08ct białe złoto",1525.20,2592.84,3,https://lovrin.pl/images/diamonds/3215_a95eb35589.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/44135/W0466.B3.DIW.01_2.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/44136/W0466.B3.DIW.01_3.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/44137/W0466.B3.DIW.01_4.jpg,,SI2 H,SI2 H,,,Diament,,,Diament,Wielokamieniowe,Złoto Białe,Okrągły,6,,,0.08ct,0.005ct,,,W0466,,585,1.7mm,,pl_PL,,1.5 - 2.1g,,2.8mm,1.0mm,,,4.3mm,"0,11ct",0.03ct
3216,W0467.B3.DIW.01,"Pierścionek W0467 Diament 0,02ct białe złoto",1279.20,2174.64,3,https://lovrin.pl/images/diamonds/3216_a1692c8d93.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/44147/W0467.B3.DIW.01_2.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/44148/W0467.B3.DIW.01_3.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/44149/W0467.B3.DIW.01_4.jpg,,SI2 H,SI2 H,,,Diament,,,Diament,Wielokamieniowe,Złoto Białe,Okrągły,10,,,0.02ct,0.005ct,,,W0467,,585,1.8mm,,pl_PL,,1.4 - 2.0g,,1.8mm,1.0mm,,,3.8mm,"0,07ct",0.05ct
3217,W0468.B3.DIW.01,"Pierścionek W0468 Diament 0,08ct białe złoto",1574.40,2676.48,3,https://lovrin.pl/images/diamonds/3217_95bfea24bd.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/61765/W0468.B3.DIW.01_2.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/61766/W0468.B3.DIW.01_3.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/61763/W0468.B3.DIW.01_4.jpg,,SI2 H,,,,,,,Diament,Jednokamieniowe,Złoto Białe,Okrągły,,,,0.08ct,,,,W0468,,585,2.2mm,,pl_PL,,1.7 - 2.3g,,2.8mm,,,,5.4mm,"0,08ct",
3218,W0469.B3.DIW.01,"Pierścionek W0469 Diament 0,02ct białe złoto",1168.50,2044.88,3,https://lovrin.pl/images/diamonds/3218_85d94e39bf.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/67683/W0469.B3.DIW.01_2.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/67684/W0469.B3.DIW.01_3.jpg,,,SI2 H,SI2 H,,,Diament,,,Diament,Wielokamieniowe,Złoto Białe,Okrągły,2,,,0.02ct,0.005ct,,,W0469,,585,1.8mm,,pl_PL,,1.4 - 2.0g,,1.8mm,1.0mm,,,3.8mm,"0,03ct",0.01ct
3219,W0470.B3.DIW.01,"Pierścionek W0470 Diament 0,03ct białe złoto",1180.80,2066.40,3,https://lovrin.pl/images/diamonds/3219_385880f9a7.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/44183/W0470.B3.DIW.01_2.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/44184/W0470.B3.DIW.01_3.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/44185/W0470.B3.DIW.01_4.jpg,,SI2 H,,,,,,,Diament,Jednokamieniowe,Złoto Białe,Okrągły,,,,0.03ct,,,,W0470,,585,2.8mm,,pl_PL,,1.4 - 2.0g,,2.0mm,,,,3.7mm,"0,03ct",
3220,W0471.B3.DIW.01,"Pierścionek W0471 Diament 0,03ct białe złoto",1119.30,1958.77,3,https://lovrin.pl/images/diamonds/3220_844160fa01.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/44195/W0471.B3.DIW.01_2.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/44196/W0471.B3.DIW.01_3.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/44197/W0471.B3.DIW.01_4.jpg,,SI2 H,,,,,,,Diament,Jednokamieniowe,Złoto Białe,Okrągły,,,,0.03ct,,,,W0471,,585,2.0mm,,pl_PL,,1.3 - 1.9g,,2.0mm,,,,3.5mm,"0,03ct",
3223,W0474.B3.DIW.01,"Pierścionek W0474 Diament 0,08ct białe złoto",1832.70,3115.59,3,https://lovrin.pl/images/diamonds/3223_ea107a6591.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/44231/W0474.B3.DIW.01_2.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/44232/W0474.B3.DIW.01_3.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/44233/W0474.B3.DIW.01_4.jpg,,SI2 H,SI2 H,,,Diament,,,Diament,Wielokamieniowe,Złoto Białe,Okrągły,10,,,0.08ct,0.005ct,,,W0474,,585,2.4mm,,pl_PL,,1.8 - 2.6g,,2.8mm,1.0mm,,,4.9mm,"0,13ct",0.05ct
3224,W0475.B3.DIW.01,"Pierścionek W0475 Diament 0,08ct białe złoto",1832.70,3115.59,3,https://lovrin.pl/images/diamonds/3224_3bf1d5fffd.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/44243/W0475.B3.DIW.01_2.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/44244/W0475.B3.DIW.01_3.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/44245/W0475.B3.DIW.01_4.jpg,,SI2 H,,,,,,,Diament,Jednokamieniowe,Złoto Białe,Okrągły,,,,0.08ct,,,,W0475,,585,,,pl_PL,,2.0 - 2.8g,,2.8mm,,,,4.3mm,"0,08ct",
3225,W0477.B3.DIW.01,"Pierścionek W0477 Diament 0,30ct białe złoto",3407.10,5621.71,3,https://lovrin.pl/images/diamonds/3225_b3ec2e6fa7.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/55926/W0477.B3.DIW.01_2.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/55924/W0477.B3.DIW.01_3.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/56278/W0477.B3.DIW.01_4.jpg,,SI2 H,SI2 H,,,Diament,,,Diament,Wielokamieniowe,Złoto Białe,Okrągły,26,,,0.30ct,0.0086ct,,,W0475,,585,1.8mm,,pl_PL,,2.0 - 2.8g,,4.4mm,1.2mm,,,8.0mm,"0,52ct",0.224ct
3228,W0479.B3.DIW.01,Pierścionek W0479 z diamentami białe złoto,688.80,1239.84,3,https://lovrin.pl/images/diamonds/3228_39582c1969.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/44275/W0479.B3.DIW.01_2.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/44276/W0479.B3.DIW.01_3.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/44277/W0479.B3.DIW.01_4.jpg,,,SI2 H,,,Diament,,,,Wielokamieniowe,Złoto Białe,,6,,,,0.005ct,,,W0479,,585,2.0mm,,pl_PL,,0.7 - 1.1g,,,1.0mm,,,,"0,03ct",0.03ct
3230,W0482.B3.DIW.01,"Pierścionek W0482 Diament 0,40ct białe złoto",3345.60,5520.24,3,https://lovrin.pl/images/diamonds/3230_f9c3aae6f3.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/65907/W0482.B3.DIW.01_2.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/65904/W0482.B3.DIW.01_3.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/65905/W0482.B3.DIW.01_4.jpg,,SI2 H,,,,,,,Diament,Premium,Złoto Białe,Okrągły,,,,0.40ct,,,,W0482,,585,2.8mm,,pl_PL,,2.0 - 2.8g,,4.8mm,,,,5.0mm,"0,40ct",
3231,W0482.B3.DIW.02,"Pierścionek W0482 Diament 0,50ct białe złoto",3886.80,6413.22,3,https://lovrin.pl/images/diamonds/3231_b615180fed.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/65909/W0482.B3.DIW.02_2.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/65910/W0482.B3.DIW.02_3.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/65911/W0482.B3.DIW.02_4.jpg,,SI2 H,,,,,,,Diament,Premium,Złoto Białe,Okrągły,,,,0.50ct,,,,W0482,,585,,,pl_PL,,2.0 - 2.8g,,5.2mm,,,,6.3mm,"0,50ct",
3232,W0482.B3.DIW.03,"Pierścionek W0482 Diament 0,70ct białe złoto",6174.60,9879.36,3,https://lovrin.pl/images/diamonds/3232_8efb4e9445.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/65915/W0482.B3.DIW.03_2.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/65912/W0482.B3.DIW.03_3.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/65913/W0482.B3.DIW.03_4.jpg,,SI2 H,,,,,,,Diament,Premium,Złoto Białe,Okrągły,,,,0.70ct,,,,W0482,,585,,,pl_PL,,2.7 - 3.7g,,5.7mm,,,,7.0mm,"0,70ct",
3233,W0482.B3.DIW.04,"Pierścionek W0482 Diament 1,00ct białe złoto",12312.30,19084.06,3,https://lovrin.pl/images/diamonds/3233_9455cd1314.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/65918/W0482.B3.DIW.04_2.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/65919/W0482.B3.DIW.04_3.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/65916/W0482.B3.DIW.04_4.jpg,,SI2 H,,,,,,,Diament,Premium,Złoto Białe,Okrągły,,,,1.00ct,,,,W0482,,585,2.8mm,,pl_PL,,3.7 - 4.9g,,6.5mm,,,,5.0mm,"1,00ct",
3235,W0484.B3.DIW.01,"Pierścionek W0484 Diament 0,10ct białe złoto",1660.50,2822.85,3,https://lovrin.pl/images/diamonds/3235_2b928e7c1a.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/67639/W0484.B3.DIW.01_2.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/67640/W0484.B3.DIW.01_3.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/67641/W0484.B3.DIW.01_4.jpg,,SI2 H,,,,,,,Diament,Jednokamieniowe,Złoto Białe,Okrągły,,,,0.10ct,,,,W0484,,585,,,pl_PL,,1.6 - 2.4g,,3.0mm,,,,,"0,10ct",
3236,W0484.B3.DIW.02,"Pierścionek W0484 Diament 0,15ct białe złoto",1869.60,3178.32,3,https://lovrin.pl/images/diamonds/3236_519931538c.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/67642/W0484.B3.DIW.02_2.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/67643/W0484.B3.DIW.02_3.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/67644/W0484.B3.DIW.02_4.jpg,,SI2 H,,,,,,,Diament,Jednokamieniowe,Złoto Białe,Okrągły,,,,0.15ct,,,,W0484,,585,2.7mm,,pl_PL,,1.6 - 2.4g,,3.4mm,,,,3.8mm,"0,15ct",
3237,W0484.B3.DIW.03,"Pierścionek W0484 Diament 0,20ct białe złoto",2324.70,3835.75,3,https://lovrin.pl/images/diamonds/3237_0d8db8f265.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/67646/W0484.B3.DIW.03_2.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/67647/W0484.B3.DIW.03_3.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/67648/W0484.B3.DIW.03_4.jpg,,SI2 H,,,,,,,Diament,Jednokamieniowe,Złoto Białe,Okrągły,,,,0.20ct,,,,W0484,,585,,,pl_PL,,1.6 - 2.4g,,3.8mm,,,,,"0,20ct",
3244,W0499.B3.DIW.02,"Pierścionek W0499 Diament 0,20ct białe złoto",1968.00,3345.60,3,https://lovrin.pl/images/diamonds/3244_c7d6334246.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/44496/W0499.B3.DIW.02_2.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/44497/W0499.B3.DIW.02_3.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/44498/W0499.B3.DIW.02_4.jpg,,SI2 H,SI2 H,,,Diament,,,Diament,Jednokamieniowe,Złoto Białe,Okrągły,2,,,0.20ct,0.005ct,,,W0499,,585,,,pl_PL,,1.1 - 1.7g,,3.8mm,1.0mm,,,5.2mm,"0,21ct",0.01ct
3245,W0499.B3.DIW.03,"Pierścionek W0499 Diament 0,25ct białe złoto",2238.60,3693.69,3,https://lovrin.pl/images/diamonds/3245_e7708de430.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/44500/W0499.B3.DIW.03_2.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/44501/W0499.B3.DIW.03_3.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/44502/W0499.B3.DIW.03_4.jpg,,SI2 H,SI2 H,,,Diament,,,Diament,Jednokamieniowe,Złoto Białe,Okrągły,2,,,0.25ct,0.005ct,,,W0499,,585,,,pl_PL,,1.1 - 1.7g,,4.1mm,1.0mm,,,,"0,26ct",0.01ct
3246,W0500.B3.DIW.01,Pierścionek W0500 z diamentami białe złoto,910.20,1592.85,3,https://lovrin.pl/images/diamonds/3246_c730ebdeca.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/44520/W0500.B3.DIW.01_2.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/44521/W0500.B3.DIW.01_3.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/44522/W0500.B3.DIW.01_4.jpg,,,SI2 H,,,Diament,,,,Wielokamieniowe,Złoto Białe,,7,,,,0.0086ct,,,W0500,,585,,,pl_PL,,0.8 - 1.4g,,,1.2mm,,,6.4mm,"0,06ct",0.06ct
3248,W0504.B3.DIW.01,Pierścionek W0504 z diamentami białe złoto,590.40,1062.72,3,https://lovrin.pl/images/diamonds/3248_6199ed2487.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/44553/W0504.B3.DIW.01_2.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/44554/W0504.B3.DIW.01_3.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/44555/W0504.B3.DIW.01_4.jpg,,,SI2 H,,,Diament,,,,Wielokamieniowe,Złoto Białe,,9,,,,0.005ct,,,W0504,,585,2.0mm,,pl_PL,,0.5 - 0.9g,,,1.0mm,,,,"0,05ct",0.045ct
3249,W0505.B3.DIW.01,Pierścionek W0505 z diamentami białe złoto,639.60,1151.28,3,https://lovrin.pl/images/diamonds/3249_173e5397da.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/44565/W0505.B3.DIW.01_2.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/44566/W0505.B3.DIW.01_3.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/44567/W0505.B3.DIW.01_4.jpg,,,SI2 H,,,Diament,,,,Wielokamieniowe,Złoto Białe,,4,,,,0.0086ct,,,W0505,,585,1.3mm,,pl_PL,,0.6 - 1.0g,,,1.2mm,,,3.8mm,"0,03ct",0.034ct
3250,W0506.B3.DIW.01,"Pierścionek W0506 Diament 0,12ct białe złoto",1562.10,2655.57,3,https://lovrin.pl/images/diamonds/3250_2e8c3fa96f.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/66682/W0506.B3.DIW.01_2.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/66683/W0506.B3.DIW.01_3.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/66684/W0506.B3.DIW.01_4.jpg,,SI2 H,,,,,,,Diament,Jednokamieniowe,Złoto Białe,Okrągły,,,,0.12ct,,,,W0506,,585,2.0mm,,pl_PL,,1.4 - 2.0g,,3.2mm,,,,3.5mm,"0,12ct",
3251,W0507.B3.DIW.01,Pierścionek W0507 z diamentami białe złoto,2275.50,3754.57,3,https://lovrin.pl/images/diamonds/3251_8e9d7172fb.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/44589/W0507.B3.DIW.01_2.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/44590/W0507.B3.DIW.01_3.jpg,,,,SI2 H,,,Diament,,,,Wielokamieniowe,Złoto Białe,,17,,,,0.0145ct,,,W0507,,585,3.5mm,,pl_PL,,2.3 - 3.1g,,,1.5mm,,,,"0,25ct",0.247ct
3252,W0508.B3.DIW.01,"Pierścionek W0508 Diament 0,40ct białe złoto",4428.00,7306.20,3,https://lovrin.pl/images/diamonds/3252_e184220c3d.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/44598/W0508.B3.DIW.01_2.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/44599/W0508.B3.DIW.01_3.jpg,,,SI2 H,SI2 H,SI2 H,,Diament,Diament,,Diament,Premium,Złoto Białe,Okrągły,41,16,,0.40ct,0.005ct,0.0086ct,,W0508,,585,2.8mm,,pl_PL,,2.5 - 3.5g,,4.8mm,1.0mm,1.2mm,,5.0mm,"0,74ct",0.343ct
3253,W0508.B3.DIW.02,"Pierścionek W0508 Diament 0,50ct białe złoto",5276.70,8442.72,3,https://lovrin.pl/images/diamonds/3253_c2e6562b24.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/44601/W0508.B3.DIW.02_2.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/44602/W0508.B3.DIW.02_3.jpg,,,SI2 H,SI2 H,SI2 H,,Diament,Diament,,Diament,Premium,Złoto Białe,Okrągły,46,16,,0.50ct,0.005ct,0.0086ct,,W0508,,585,2.2mm,,pl_PL,,2.7 - 3.7g,,5.2mm,1.0mm,1.2mm,,8.6mm,"0,87ct",0.368ct
3254,W0508.B3.DIW.03,"Pierścionek W0508 Diament 0,70ct białe złoto",7097.10,11355.36,3,https://lovrin.pl/images/diamonds/3254_60e5e62e5e.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/44604/W0508.B3.DIW.03_2.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/44605/W0508.B3.DIW.03_3.jpg,,,SI2 H,SI2 H,SI2 H,,Diament,Diament,,Diament,Premium,Złoto Białe,Okrągły,49,16,,0.70ct,0.005ct,0.0086ct,,W0508,,585,2.8mm,,pl_PL,,3.1 - 4.1g,,5.7mm,1.0mm,1.2mm,,5.0mm,"1,08ct",0.383ct
3255,W0508.B3.DIW.04,"Pierścionek W0508 Diament 1,00ct białe złoto",13038.00,20208.90,3,https://lovrin.pl/images/diamonds/3255_44b129cf54.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/44607/W0508.B3.DIW.04_2.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/44608/W0508.B3.DIW.04_3.jpg,,,SI2 H,SI2 H,SI2 H,,Diament,Diament,,Diament,Premium,Złoto Białe,Okrągły,49,16,,1.00ct,0.005ct,0.0086ct,,W0508,,585,2.2mm,,pl_PL,,3.4 - 4.6g,,6.5mm,1.0mm,1.2mm,,8.8mm,"1,38ct",0.383ct
3256,W0509.B3.DIW.01,Pierścionek W0509 z diamentami białe złoto,615.00,1107.00,3,https://lovrin.pl/images/diamonds/3256_1e2b9de1a4.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/44634/W0509.B3.DIW.01_2.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/44635/W0509.B3.DIW.01_3.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/44636/W0509.B3.DIW.01_4.jpg,,,SI2 H,,,Diament,,,,Wielokamieniowe,Złoto Białe,,10,,,,0.005ct,,,W0509,,585,,,pl_PL,,0.5 - 0.9g,,,1.0mm,,,,"0,05ct",0.05ct
3257,W0510.B3.DIW.01,Pierścionek W0510 z diamentami białe złoto,2472.30,4079.30,3,https://lovrin.pl/images/diamonds/3257_053f19d9fe.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/44646/W0510.B3.DIW.01_2.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/44647/W0510.B3.DIW.01_3.jpg,,,,SI2 H,,,Diament,,,,Wielokamieniowe,Złoto Białe,,40,,,,0.005ct,,,W0510,,585,,,pl_PL,,2.6 - 3.6g,,,1.0mm,,,,"0,20ct",0.20ct
3258,W0512.B3.DIW.01,"Pierścionek W0512 Diament 0,04ct białe złoto",725.70,1306.26,3,https://lovrin.pl/images/diamonds/3258_c941c4e19b.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/44661/W0512.B3.DIW.01_2.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/44662/W0512.B3.DIW.01_3.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/44663/W0512.B3.DIW.01_4.jpg,,SI2 H,,,,,,,Diament,Jednokamieniowe,Złoto Białe,Okrągły,,,,0.04ct,,,,W0512,,585,2.4mm,,pl_PL,,0.7 - 1.1g,,2.2mm,,,,2.7mm,"0,04ct",
3262,W0519.B3.DIW.01,Pierścionek W0519 z diamentami białe złoto,9384.90,15015.84,3,https://lovrin.pl/images/diamonds/3262_466089957e.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/44717/W0519.B3.DIW.01_2.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/44718/W0519.B3.DIW.01_3.jpg,,,,SI2 H,,,Diament,,,,Premium,Złoto Białe,,"Rozmiar:; 8, 9 - 19 szt.; 10, 11, 12 - 20 szt.; 13, 14, 15 - 21 szt.; 16, 17, 18 - 22 szt.; 19, 20, 21 - 23 szt.; 22, 23, 24 - 24 szt.",,,,0.12ct,,,W0519,,585,,,pl_PL,,3.2 - 4.8g,,,3.2mm,,,,,"2.28 - 2,52ct"
3264,W0521.B3.DIW.01,Pierścionek W0521 z diamentami białe złoto,1709.70,2906.49,3,https://lovrin.pl/images/diamonds/3264_6a06499ab1.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/44738/W0521.B3.DIW.01_2.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/44739/W0521.B3.DIW.01_3.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/44740/W0521.B3.DIW.01_4.jpg,,,SI2 H,,,Diament,,,,Wielokamieniowe,Złoto Białe,,21,,,,0.005ct,,,W0521,,585,2.5mm,,pl_PL,,1.8 - 2.6g,,,1.0mm,,,,"0,11ct",0.105ct
3265,W0522.B3.DIW.01,Pierścionek W0522 z diamentami białe złoto,1808.10,3073.77,3,https://lovrin.pl/images/diamonds/3265_569ce9db26.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/44750/W0522.B3.DIW.01_2.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/44751/W0522.B3.DIW.01_3.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/44752/W0522.B3.DIW.01_4.jpg,,,SI2 H,,,Diament,,,,Wielokamieniowe,Złoto Białe,,46,,,,0.005ct,,,W0522,,585,3.5mm,,pl_PL,,1.5 - 2.1g,,,1.0mm,,,,"0,23ct",0.23ct
3266,W0524.B3.DIW.01,"Pierścionek W0524 Diament 0,08ct białe złoto",1180.80,2066.40,3,https://lovrin.pl/images/diamonds/3266_7325a1164d.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/44774/W0524.B3.DIW.01_2.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/44775/W0524.B3.DIW.01_3.jpg,,,SI2 H,,,,,,,Diament,Jednokamieniowe,Złoto Białe,Okrągły,,,,0.08ct,,,,W0524,,585,,,pl_PL,,1.1 - 1.7g,,2.8mm,,,,3.4mm,"0,08ct",
3267,W0524.B3.DIW.02,"Pierścionek W0524 Diament 0,10ct białe złoto",1279.20,2174.64,3,https://lovrin.pl/images/diamonds/3267_7a30218f32.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/44777/W0524.B3.DIW.02_2.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/44778/W0524.B3.DIW.02_3.jpg,,,SI2 H,,,,,,,Diament,Jednokamieniowe,Złoto Białe,Okrągły,,,,0.10ct,,,,W0524,,585,,,pl_PL,,1.1 - 1.7g,,3.0mm,,,,3.4mm,"0,10ct",
3268,W0524.B3.DIW.04,"Pierścionek W0524 Diament 0,20ct białe złoto",2127.90,3511.03,3,https://lovrin.pl/images/diamonds/3268_49d61e633f.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/44780/W0524.B3.DIW.04_2.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/44781/W0524.B3.DIW.04_3.jpg,,,SI2 H,,,,,,,Diament,Jednokamieniowe,Złoto Białe,Okrągły,,,,0.20ct,,,,W0524,,585,,,pl_PL,,1.4 - 2.0g,,3.8mm,,,,4.0mm,"0,20ct",
