product_id,quantity
W0580.B3.DIW.01,3
W0220.R3.DIW.10,3
W0220.R3.DIW.11,3
W0306.R3.DIW.01,3
W0425.R3.DIW.01,3
W0508.R3.DIW.01,3
W0508.R3.DIW.03,3
W0508.R3.DIW.04,3
W0526.R3.DIW.01,3
W0526.R3.DIW.02,3
W0526.R3.DIW.03,3
W0526.R3.DIW.04,3
W0534.R3.DIW.02,3
W0534.R3.DIW.03,3
W0534.R3.DIW.04,3
W0534.R3.DIW.05,3
W0535.R3.DIW.02,3
W0535.R3.DIW.03,3
W0535.R3.DIW.04,3
W0535.R3.DIW.05,3
W0539.R3.DIW.01,3
W0539.R3.DIW.02,3
W0539.R3.DIW.03,3
W0540.R3.DIW.02,3
W0540.R3.DIW.03,3
W0540.R3.DIW.04,3
W0540.R3.DIW.05,3
W0542.R3.DIW.01,3
W0542.R3.DIW.02,3
W0542.R3.DIW.03,3
W0542.R3.DIW.04,3
W0549.R3.DIW.01,3
W0549.R3.DIW.02,3
W0549.R3.DIW.03,3
W0549.R3.DIW.04,3
W0550.R3.DIW.01,3
W0551.R3.DIW.01,3
W0551.R3.DIW.02,3
W0552.R3.DIW.01,3
W0553.R3.DIW.01,3
W0553.R3.DIW.02,3
W0553.R3.DIW.03,3
W0553.R3.DIW.04,3
W0563.R3.DIW.01,3
W0563.R3.DIW.02,3
W0563.R3.DIW.03,3
W0563.R3.DIW.04,3
W0001.R3.DIW.01,3
W0001.R3.DIW.02,3
W0004.R3.DIW.01,3
W0007.R3.DIW.01,3
W0009.R3.DIW.01,3
W0016.R3.DIW.01,3
W0021.R3.DIW.01,3
W0022.R3.DIW.01,3
W0023.R3.DIW.01,3
W0023.R3.DIW.02,3
W0027.R3.DIW.01,3
W0034.R3.DIW.01,3
W0036.R3.DIW.01,3
W0036.R3.DIW.03,3
W0042.R3.DIW.01,3
W0045.R3.DIW.01,3
W0047.R3.DIW.01,3
W0047.R3.DIW.03,3
W0051.R3.DIW.01,3
W0052.R3.DIW.01,3
W0052.R3.DIW.02,3
W0053.R3.DIW.01,3
W0055.R3.DIW.01,3
W0061.R3.DIW.01,3
W0062.R3.DIW.01,3
